amfi_code,date,nav,normalized_nav
100016,2022-10-10,422.2208,81.12441897641476
100016,2022-10-11,422.5333,81.18446192297289
100016,2022-10-12,420.0881,80.7146474816163
100016,2022-10-13,423.3166,81.33496317109761
100016,2022-10-14,425.5227,81.75883755318365
100016,2022-10-17,428.9765,82.42244180541552
100016,2022-10-18,428.7321,82.37548341777133
100016,2022-10-19,431.2389,82.85713352475345
100016,2022-10-20,429.769,82.57471071788693
100016,2022-10-21,437.8501,84.12739249526574
100016,2022-10-24,434.9481,83.56980967634836
100016,2022-10-25,443.3278,85.1798636900224
100016,2022-10-26,443.6931,85.25005149283098
100016,2022-10-27,438.5694,84.26559694793538
100016,2022-10-28,444.122,85.33245923612309
100016,2022-10-31,444.8448,85.47133616979417
100016,2022-11-01,448.4277,86.15974536410812
100016,2022-11-02,453.5279,87.13968467942254
100016,2022-11-03,455.1164,87.44489498536682
100016,2022-11-04,452.9791,87.03423965839502
100016,2022-11-07,457.1295,87.83168684365855
100016,2022-11-08,457.3685,87.87760768918619
100016,2022-11-09,460.3808,88.45638326652076
100016,2022-11-10,451.9519,86.83687609134061
100016,2022-11-11,453.9711,87.22483998794914
100016,2022-11-14,451.6546,86.77975363370307
100016,2022-11-15,458.5248,88.09977619832273
100016,2022-11-16,461.2893,88.63094012075454
100016,2022-11-17,462.5046,88.86444473820123
100016,2022-11-18,464.7322,89.29245007501045
100016,2022-11-21,460.8957,88.55531482870565
100016,2022-11-22,467.7825,89.87852687464648
100016,2022-11-23,476.316,91.51813162489856
100016,2022-11-24,478.216,91.88319273997197
100016,2022-11-25,485.221,93.22911543001895
100016,2022-11-28,483.0407,92.81019819360075
100016,2022-11-29,479.9044,92.20759757507194
100016,2022-11-30,480.3253,92.28846821893217
100016,2022-12-01,482.4201,92.69095770517204
100016,2022-12-02,480.9949,92.41712344138118
100016,2022-12-05,483.5309,92.9043839612897
100016,2022-12-06,485.0894,93.20383014436439
100016,2022-12-07,481.0854,92.43451187870441
100016,2022-12-08,483.5409,92.90630533557956
100016,2022-12-09,487.4889,93.66486390521631
100016,2022-12-12,488.4785,93.85500310494086
100016,2022-12-13,493.7241,94.86287920242987
100016,2022-12-14,488.7036,93.8982532402056
100016,2022-12-15,490.9778,94.33521218120559
100016,2022-12-16,486.1873,93.41477782764812
100016,2022-12-19,481.6822,92.54917949632328
100016,2022-12-20,479.2566,92.0831309485748
100016,2022-12-21,475.5366,91.36837971274687
100016,2022-12-22,473.4881,90.97478618946903
100016,2022-12-23,472.8386,90.84999292934262
100016,2022-12-26,476.5883,91.57045064681145
100016,2022-12-27,475.4855,91.35856149012568
100016,2022-12-28,469.1246,90.1363945180886
100016,2022-12-29,474.1097,91.09421881532673
100016,2022-12-30,470.8654,90.47086735446744
100016,2023-01-02,470.8644,90.47067521703845
100016,2023-01-03,472.9663,90.87452887902413
100016,2023-01-04,474.0441,91.08161459998524
100016,2023-01-05,478.8877,92.01225145102188
100016,2023-01-06,481.1631,92.44944095693663
100016,2023-01-09,477.7684,91.79719202675784
100016,2023-01-10,487.2879,93.62624428199013
100016,2023-01-11,488.3757,93.83525137724111
100016,2023-01-12,487.9931,93.76173959691107
100016,2023-01-13,492.4132,94.6110062467721
100016,2023-01-16,493.7523,94.86829747792726
100016,2023-01-17,495.7495,95.25203435109812
100016,2023-01-18,507.0277,97.41899870268809
100016,2023-01-19,506.06,97.23306731265833
100016,2023-01-20,504.9042,97.0109948722363
100016,2023-01-23,505.6844,97.16090049433119
100016,2023-01-24,510.7491,98.13401893091661
100016,2023-01-25,504.268,96.8887570399154
100016,2023-01-26,495.8578,95.2728428346573
100016,2023-01-27,493.5515,94.82971628218687
100016,2023-01-30,486.7415,93.52126039079216
100016,2023-01-31,485.1715,93.21960462728414
100016,2023-02-01,487.5779,93.68196413639606
100016,2023-02-02,484.0122,92.99685970586067
100016,2023-02-03,478.2065,91.88136743439661
100016,2023-02-06,478.7459,91.98500636359167
100016,2023-02-07,482.6505,92.73522616881043
100016,2023-02-08,475.7347,91.406442137429
100016,2023-02-09,479.4358,92.1175619758491
100016,2023-02-10,483.1532,92.83181365436168
100016,2023-02-13,487.4872,93.66453727158704
100016,2023-02-14,493.0082,94.72532801701877
100016,2023-02-15,502.9354,96.63271470204866
100016,2023-02-16,501.6171,96.3794199294164
100016,2023-02-17,502.3612,96.52238939032489
100016,2023-02-20,500.7778,96.21815898526846
100016,2023-02-21,501.045,96.26949810629351
100016,2023-02-22,508.1265,97.63011930965791
100016,2023-02-23,502.3938,96.52865307050983
100016,2023-02-24,498.8505,95.84785251838372
100016,2023-02-27,505.2068,97.06913565824746
100016,2023-02-28,510.0352,97.9968520203635
100016,2023-03-01,508.6667,97.73391194879615
100016,2023-03-02,512.7785,98.52394262930082
100016,2023-03-03,514.5893,98.87186508570866
100016,2023-03-06,521.7123,100.240459992376
100016,2023-03-07,522.3246,100.35810574014414
100016,2023-03-08,527.3425,101.32223214505301
100016,2023-03-09,540.0526,103.76431808120805
100016,2023-03-10,543.1889,104.36691869973687
100016,2023-03-13,543.7057,104.46621532303682
100016,2023-03-14,547.4632,105.18817171245176
100016,2023-03-15,545.984,104.90396202749565
100016,2023-03-16,557.892,107.19193453186102
100016,2023-03-17,559.067,107.41769601091957
100016,2023-03-20,558.0108,107.21476045842455
100016,2023-03-21,554.1991,106.4823902203586
100016,2023-03-22,559.8766,107.57325047342665
100016,2023-03-23,564.466,108.45504599001501
100016,2023-03-24,562.2856,108.03610953985394
100016,2023-03-27,565.443,108.64276425813432
100016,2023-03-28,558.258,107.2622568308699
100016,2023-03-29,559.4579,107.4928025319102
100016,2023-03-30,561.9861,107.97856437987261
100016,2023-03-31,570.8065,109.6732933585008
100016,2023-04-03,567.2319,108.9864789048474
100016,2023-04-04,561.1622,107.82026235213105
100016,2023-04-05,557.0355,107.0273688239345
100016,2023-04-06,550.7921,105.82777799980325
100016,2023-04-07,557.6109,107.13792470057304
100016,2023-04-10,565.5706,108.66728099407297
100016,2023-04-11,567.4627,109.03082422345737
100016,2023-04-12,573.9037,110.26838140355623
100016,2023-04-13,574.8786,110.45569618307469
100016,2023-04-14,574.693,110.4200354762549
100016,2023-04-17,573.3032,110.15300287745013
100016,2023-04-18,572.031,109.90856564029414
100016,2023-04-19,564.5669,108.4744326565997
100016,2023-04-20,566.1761,108.78362020732399
100016,2023-04-21,566.2668,108.801047072133
100016,2023-04-24,570.2955,109.57511113228892
100016,2023-04-25,571.0606,109.72211547920614
100016,2023-04-26,570.536,109.62132018396007
100016,2023-04-27,566.4614,108.83843701581371
100016,2023-04-28,567.1145,108.96392197068445
100016,2023-05-01,571.1134,109.73226033545657
100016,2023-05-02,565.6753,108.68739778288779
100016,2023-05-03,566.404,108.82740832738989
100016,2023-05-04,567.8622,109.10758312633729
100016,2023-05-05,564.5686,108.47475929022896
100016,2023-05-08,561.939,107.96951470696736
100016,2023-05-09,563.3736,108.2451550625907
100016,2023-05-10,558.0581,107.22384855881558
100016,2023-05-11,560.0718,107.6107556995647
100016,2023-05-12,555.9534,106.81945691202874
100016,2023-05-15,561.4787,107.88107384840511
100016,2023-05-16,573.4711,110.18526275177689
100016,2023-05-17,569.4279,109.40841269890069
100016,2023-05-18,572.4122,109.9818084282236
100016,2023-05-19,569.0487,109.33555418582918
100016,2023-05-22,574.5931,110.40084094709921
100016,2023-05-23,568.5103,109.23210739406312
100016,2023-05-24,571.2196,109.7526653304149
100016,2023-05-25,567.1312,108.96713066574853
100016,2023-05-26,566.3889,108.8245070522122
100016,2023-05-29,561.5519,107.8951383082069
100016,2023-05-30,565.9312,108.73656575096531
100016,2023-05-31,562.059,107.9925711984457
100016,2023-06-01,565.0931,108.57553537173214
100016,2023-06-02,563.6716,108.30241201642853
100016,2023-06-05,563.3934,108.24895938368464
100016,2023-06-06,564.4191,108.44603474459555
100016,2023-06-07,560.929,107.77545590369151
100016,2023-06-08,562.2606,108.03130610412927
100016,2023-06-09,570.1945,109.55570525196134
100016,2023-06-12,566.5874,108.86264633186593
100016,2023-06-13,572.7685,110.05026699417132
100016,2023-06-14,580.6856,111.57143823319645
100016,2023-06-15,576.8184,110.82840436782175
100016,2023-06-16,569.7576,109.47176040923736
100016,2023-06-19,571.5717,109.82031691916087
100016,2023-06-20,569.1125,109.34781255379849
100016,2023-06-21,578.8674,111.22209395981409
100016,2023-06-22,579.3439,111.31364744472592
100016,2023-06-23,575.5565,110.58594614618431
100016,2023-06-26,570.057,109.52928635547579
100016,2023-06-27,575.8598,110.64422142839577
100016,2023-06-28,573.262,110.14508681537592
100016,2023-06-29,573.7795,110.24451793487617
100016,2023-06-30,578.9351,111.23510166375645
100016,2023-07-03,576.7654,110.8182210840855
100016,2023-07-04,576.8293,110.8304986657977
100016,2023-07-05,577.0426,110.87148157940041
100016,2023-07-06,580.8301,111.59920209168493
100016,2023-07-07,584.1654,112.24003805858193
100016,2023-07-10,583.3333,112.08016050392268
100016,2023-07-11,583.962,112.20095730552619
100016,2023-07-12,582.3508,111.89138547994395
100016,2023-07-13,575.1079,110.49975329554118
100016,2023-07-14,576.7133,110.80821072403533
100016,2023-07-17,586.7206,112.73098761712698
100016,2023-07-18,582.4661,111.91353892550602
100016,2023-07-19,578.8072,111.21052728658911
100016,2023-07-20,574.6758,110.41673071247632
100016,2023-07-21,578.6584,111.18193723715602
100016,2023-07-24,581.2514,111.68014959051673
100016,2023-07-25,580.7388,111.58165994441849
100016,2023-07-26,576.3533,110.73904124960036
100016,2023-07-27,577.1207,110.88648751260423
100016,2023-07-28,569.5056,109.42334177713289
100016,2023-07-31,570.5207,109.6183804812966
100016,2023-08-01,575.2193,110.52115740513023
100016,2023-08-02,569.2005,109.36472064754928
100016,2023-08-03,561.849,107.95222233835864
100016,2023-08-04,570.0239,109.52292660657635
100016,2023-08-07,567.2493,108.98982209611174
100016,2023-08-08,573.2563,110.1439916320307
100016,2023-08-09,572.7737,110.05126610880205
100016,2023-08-10,572.2513,109.95089351589978
100016,2023-08-11,574.7646,110.43379251617029
100016,2023-08-14,570.5953,109.63271393349893
100016,2023-08-15,571.5572,109.81753092644058
100016,2023-08-16,569.9315,109.50517310813804
100016,2023-08-17,563.6234,108.2931509923514
100016,2023-08-18,565.5951,108.67198836108312
100016,2023-08-21,564.5744,108.47587368731708
100016,2023-08-22,564.0841,108.38166870588526
100016,2023-08-23,558.3838,107.2864277194363
100016,2023-08-24,566.5681,108.85893807948648
100016,2023-08-25,571.2603,109.76048532377465
100016,2023-08-28,576.4358,110.75489258749171
100016,2023-08-29,575.1817,110.51393303780034
100016,2023-08-30,566.7691,108.89755770271267
100016,2023-08-31,576.9127,110.84652292737513
100016,2023-09-01,576.8994,110.84396749956962
100016,2023-09-04,573.398,110.17121750571803
100016,2023-09-05,575.8066,110.63399971717371
100016,2023-09-06,582.0642,111.83631889279656
100016,2023-09-07,582.2461,111.87126869112909
100016,2023-09-08,589.1525,113.19824663067806
100016,2023-09-11,595.1135,114.34357784486365
100016,2023-09-12,589.7951,113.32171414254448
100016,2023-09-13,586.6033,112.70844989670692
100016,2023-09-14,591.8832,113.72291630801014
100016,2023-09-15,578.1898,111.09190163793316
100016,2023-09-18,577.7262,111.00282672585524
100016,2023-09-19,570.7762,109.66747159440251
100016,2023-09-20,568.6757,109.26388692481741
100016,2023-09-21,567.4716,109.03253424657535
100016,2023-09-22,565.9735,108.7446931642114
100016,2023-09-25,563.5143,108.27218879884903
100016,2023-09-26,558.376,107.28492904749022
100016,2023-09-27,570.0712,109.53201470696736
100016,2023-09-28,579.8367,111.40833276973021
100016,2023-09-29,574.2208,110.32930818228772
100016,2023-10-02,582.5895,111.9372486842429
100016,2023-10-03,580.8402,111.60114267971768
100016,2023-10-04,581.8024,111.78601731388802
100016,2023-10-05,581.7779,111.78130994687787
100016,2023-10-06,578.7012,111.1901607191166
100016,2023-10-09,584.0455,112.2170007808465
100016,2023-10-10,584.996,112.39962740709773
100016,2023-10-11,582.8431,111.98597473623376
100016,2023-10-12,576.473,110.76204009984998
100016,2023-10-13,572.2429,109.94927956149627
100016,2023-10-16,564.3101,108.4250917648361
100016,2023-10-17,564.6621,108.49272413983917
100016,2023-10-18,559.0226,107.40916510907259
100016,2023-10-19,558.0026,107.21318493150687
100016,2023-10-20,565.0774,108.57251881409707
100016,2023-10-23,571.3805,109.78358024273875
100016,2023-10-24,571.5127,109.80898081085071
100016,2023-10-25,571.3686,109.78129380733381
100016,2023-10-26,581.22,111.67411647524656
100016,2023-10-27,584.1967,112.2460519601092
100016,2023-10-30,582.8108,111.9797686972775
100016,2023-10-31,575.8241,110.63736212218099
100016,2023-11-01,578.126,111.07964326996384
100016,2023-11-02,582.6704,111.95279260224787
100016,2023-11-03,579.7325,111.38831204962986
100016,2023-11-06,581.5232,111.73237254371512
100016,2023-11-07,579.9607,111.43215781092448
100016,2023-11-08,579.3189,111.30884400900128
100016,2023-11-09,567.0393,108.9494732360247
100016,2023-11-10,566.2233,108.79268909397213
100016,2023-11-13,571.3794,109.78336889156688
100016,2023-11-14,568.4997,109.23007073731586
100016,2023-11-15,569.0566,109.33707207151816
100016,2023-11-16,565.5671,108.66660851307151
100016,2023-11-17,567.6605,109.06882900691079
100016,2023-11-20,566.87,108.91694436929737
100016,2023-11-21,562.4839,108.07421039202183
100016,2023-11-22,569.4269,109.40822056147171
100016,2023-11-23,574.4072,110.3651225990507
100016,2023-11-24,571.6459,109.83457351639163
100016,2023-11-27,574.4572,110.37472947049997
100016,2023-11-28,577.4842,110.95632946804064
100016,2023-11-29,581.0643,111.64420067755346
100016,2023-11-30,572.7421,110.0451945660461
100016,2023-12-01,578.1473,111.08373579720126
100016,2023-12-04,575.5467,110.58406319938025
100016,2023-12-05,574.0293,110.2925138646369
100016,2023-12-06,587.8432,112.9466810949067
100016,2023-12-07,589.7144,113.30620865202528
100016,2023-12-08,588.0119,112.97909467917661
100016,2023-12-11,576.9838,110.86018389857604
100016,2023-12-12,584.4006,112.28522878187945
100016,2023-12-13,577.8064,111.01823614765993
100016,2023-12-14,573.0112,110.09689874818625
100016,2023-12-15,571.634,109.83228708098672
100016,2023-12-18,579.1181,111.27026281326089
100016,2023-12-19,583.3816,112.08944074174272
100016,2023-12-20,582.8708,111.99129694301666
100016,2023-12-21,584.7593,112.35414847765675
100016,2023-12-22,581.9713,111.81846932564376
100016,2023-12-25,582.9892,112.01404601460861
100016,2023-12-26,583.6674,112.14435361894692
100016,2023-12-27,588.9793,113.16496842797767
100016,2023-12-28,594.3311,114.19324952042498
100016,2023-12-29,597.2339,114.75098604928556
100016,2024-01-01,595.6357,114.44391201028014
100016,2024-01-02,599.8546,115.2545206094292
100016,2024-01-03,599.6775,115.22049307075577
100016,2024-01-04,594.2894,114.18523738963626
100016,2024-01-05,592.485,113.83854461277392
100016,2024-01-08,593.2328,113.98222498216965
100016,2024-01-09,598.3226,114.96016606822263
100016,2024-01-10,597.6632,114.83347064754925
100016,2024-01-11,591.6287,113.6740173323332
100016,2024-01-12,592.2302,113.78958799586829
100016,2024-01-15,593.129,113.96228111704092
100016,2024-01-16,594.4085,114.20812095742852
100016,2024-01-17,599.5594,115.19780164039253
100016,2024-01-18,605.2836,116.29763471139422
100016,2024-01-19,602.4306,115.74946662649714
100016,2024-01-22,599.4751,115.18160445512899
100016,2024-01-23,594.3074,114.18869586335802
100016,2024-01-24,598.2899,114.95388317429477
100016,2024-01-25,606.2963,116.49221228572834
100016,2024-01-26,604.9258,116.22888793930302
100016,2024-01-29,603.9507,116.04153473229877
100016,2024-01-30,612.1297,117.61302676397531
100016,2024-01-31,615.1823,118.19954547969802
100016,2024-02-01,617.8723,118.71639516367037
100016,2024-02-02,611.7323,117.53667134969628
100016,2024-02-05,615.7225,118.30333811883624
100016,2024-02-06,611.0129,117.39844768328373
100016,2024-02-07,605.2447,116.29016056540667
100016,2024-02-08,603.7079,115.99488376454097
100016,2024-02-09,600.907,115.45672603969408
100016,2024-02-12,600.0432,115.29075772853594
100016,2024-02-13,592.7717,113.8936304136642
100016,2024-02-14,598.1139,114.92006698679324
100016,2024-02-15,604.4037,116.12857298762943
100016,2024-02-16,594.4189,114.21011918668995
100016,2024-02-19,599.8798,115.25936247263967
100016,2024-02-20,595.9144,114.49746071173854
100016,2024-02-21,600.7451,115.42561898994124
100016,2024-02-22,600.6923,115.41547413369078
100016,2024-02-23,601.1548,115.5043376945968
100016,2024-02-26,600.484,115.375451907233
100016,2024-02-27,607.2508,116.67560746169549
100016,2024-02-28,600.9583,115.46658268980106
100016,2024-02-29,604.5003,116.14713346326948
100016,2024-03-01,610.7152,117.3412483706746
100016,2024-03-04,614.9028,118.14584306829641
100016,2024-03-05,627.9635,120.65529238705395
100016,2024-03-06,625.3634,120.15571585794743
100016,2024-03-07,630.9909,121.23696923956618
100016,2024-03-08,630.7261,121.18609124837067
100016,2024-03-11,637.9534,122.57472608888125
100016,2024-03-12,638.2393,122.62965817982834
100016,2024-03-13,636.388,122.27395415754656
100016,2024-03-14,644.0928,123.75433462039793
100016,2024-03-15,641.6375,123.28257959100861
100016,2024-03-18,634.0199,121.81895351196479
100016,2024-03-19,631.4621,121.32750439610437
100016,2024-03-20,635.2466,122.05464849610192
100016,2024-03-21,643.4252,123.62606367280688
100016,2024-03-22,644.3884,123.81113044440622
100016,2024-03-25,652.2598,125.32352100292665
100016,2024-03-26,644.8262,123.89524821081628
100016,2024-03-27,642.6418,123.47554321093924
100016,2024-03-28,641.3391,123.22524578219918
100016,2024-03-29,641.0221,123.1643382172106
100016,2024-04-01,641.8287,123.31931626743074
100016,2024-04-02,646.0847,124.13705316519517
100016,2024-04-03,643.8872,123.71483116499842
100016,2024-04-04,645.0099,123.930543856521
100016,2024-04-05,645.0859,123.94514630112394
100016,2024-04-08,640.17,123.00061791397164
100016,2024-04-09,639.8586,122.94078631858538
100016,2024-04-10,639.3782,122.8484834977005
100016,2024-04-11,638.7775,122.73306654410862
100016,2024-04-12,639.2861,122.83078764049091
100016,2024-04-15,640.043,122.97621646049042
100016,2024-04-16,637.9365,122.57147896633138
100016,2024-04-17,645.4701,124.01896550134038
100016,2024-04-18,639.1767,122.80976780575983
100016,2024-04-19,635.4532,122.09434408893046
100016,2024-04-22,651.5612,125.18929379503703
100016,2024-04-23,645.957,124.11251721551363
100016,2024-04-24,638.6202,122.70284332652912
100016,2024-04-25,643.1019,123.5639456420157
100016,2024-04-26,631.7543,121.38364695285408
100016,2024-04-29,630.7702,121.19456450898898
100016,2024-04-30,643.1525,123.5736677959224
100016,2024-05-01,634.7763,121.9642862632498
100016,2024-05-02,624.0991,119.91279650648043
100016,2024-05-03,616.2197,118.39886884852808
